#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b5d41a225f4f_A1_KAPITEL_4_Audio_100_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wat héiert Dir?<br>- Wou héiert Dir dat?<br>- Mächt proposen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O que você ouve?<br>- De onde você ouve isso?<br>- Pode propor.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_997662e8c366_A1_KAPITEL_4_Audio_93_007.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Anna.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuergerin.<br>- An Dir?<br>- Ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Wat maacht Dir?<br>- Ech sinn Studentin.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- An Iech?<br>- Och gutt&#44; merci.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Qual é o seu nome?<br>- Meu nome é Anna.<br>- De onde você vem?<br>- Eu venho de Luxembourg.<br>- Você é suíço?<br>- Não&#44; eu sou luxemburguês.<br>- E você?<br>- Eu sou alemão.<br>- Quantos anos você tem?<br>- Eu tenho 25 anos.<br>- Onde você mora?<br>- Eu moro em Esch.<br>- O que você faz?<br>- Eu sou estudante.<br>- Como vai você?<br>- Estou bem&#44; obrigado.<br>- E você?<br>- Também bem&#44; obrigado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Anna.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuergerin.<br>- An Dir?<br>- Ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Wat maacht Dir?<br>- Ech sinn Studentin.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- An Iech?<br>- Och gutt&#44; merci.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_997662e8c366_A1_KAPITEL_4_Audio_93_007.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Qual é o seu nome?<br>- Meu nome é Anna.<br>- De onde você vem?<br>- Eu venho de Luxembourg.<br>- Você é suíço?<br>- Não&#44; eu sou luxemburguês.<br>- E você?<br>- Eu sou alemão.<br>- Quantos anos você tem?<br>- Eu tenho 25 anos.<br>- Onde você mora?<br>- Eu moro em Esch.<br>- O que você faz?<br>- Eu sou estudante.<br>- Como vai você?<br>- Estou bem&#44; obrigado.<br>- E você?<br>- Também bem&#44; obrigado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_ba0b1749acdb_A1_KAPITEL_4_Audio_94_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech liese gär a menger Fräizäit.<br>- An Dir&#44; wat maacht Dir gär an Ärer Fräizäit?<br>- Ech lauschtere gär Musek.<br>- An Dir?<br>- Ech lauschteren och gär Musek&#44; mee ech liese net gär.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu gosto de ler no meu tempo livre.<br>- E você&#44; o que gosta de fazer no seu tempo livre?<br>- Eu gosto de ouvir música.<br>- E você?<br>- Eu também gosto de ouvir música&#44; mas não gosto de ler.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech liese gär a menger Fräizäit.<br>- An Dir&#44; wat maacht Dir gär an Ärer Fräizäit?<br>- Ech lauschtere gär Musek.<br>- An Dir?<br>- Ech lauschteren och gär Musek&#44; mee ech liese net gär.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_ba0b1749acdb_A1_KAPITEL_4_Audio_94_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu gosto de ler no meu tempo livre.<br>- E você&#44; o que gosta de fazer no seu tempo livre?<br>- Eu gosto de ouvir música.<br>- E você?<br>- Eu também gosto de ouvir música&#44; mas não gosto de ler.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6b7944609e03_A1_KAPITEL_4_Audio_94_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech gi gär an de Kino.<br>- An Dir?<br>- Jo&#44; ech ginn och gär an de Kino.<br>- An Dir&#44; gitt Dir och gär an de Kino?<br>- Nee&#44; ech ginn net gär an de Kino.<br>- Ech kucke gär Tële.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu gosto de ir ao cinema.<br>- E você?<br>- Sim&#44; eu também gosto de ir ao cinema.<br>- E você&#44; você também gosta de ir ao cinema?<br>- Não&#44; eu não gosto de ir ao cinema.<br>- Eu gosto de assistir televisão.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech gi gär an de Kino.<br>- An Dir?<br>- Jo&#44; ech ginn och gär an de Kino.<br>- An Dir&#44; gitt Dir och gär an de Kino?<br>- Nee&#44; ech ginn net gär an de Kino.<br>- Ech kucke gär Tële.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6b7944609e03_A1_KAPITEL_4_Audio_94_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu gosto de ir ao cinema.<br>- E você?<br>- Sim&#44; eu também gosto de ir ao cinema.<br>- E você&#44; você também gosta de ir ao cinema?<br>- Não&#44; eu não gosto de ir ao cinema.<br>- Eu gosto de assistir televisão.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8f7cb98c5277_A1_KAPITEL_4_Audio_94_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Ech maache gär Sport.<br>- Meescht du och gär Sport?<br>- Nee&#44; ech maache net gär Sport.<br>- An du?<br>- Jo&#44; ech maache ganz gär Sport.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Drei.<br>- Eu gosto de fazer esporte.<br>- Você também gosta de fazer esporte?<br>- Não&#44; eu não gosto de fazer esporte.<br>- E você?<br>- Sim&#44; eu gosto muito de fazer esporte.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Ech maache gär Sport.<br>- Meescht du och gär Sport?<br>- Nee&#44; ech maache net gär Sport.<br>- An du?<br>- Jo&#44; ech maache ganz gär Sport.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8f7cb98c5277_A1_KAPITEL_4_Audio_94_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Drei.<br>- Eu gosto de fazer esporte.<br>- Você também gosta de fazer esporte?<br>- Não&#44; eu não gosto de fazer esporte.<br>- E você?<br>- Sim&#44; eu gosto muito de fazer esporte.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4d66ade62108_A1_KAPITEL_4_Audio_94_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier! Ech spille gär Fussball&#44; dat sinn deng Hobbien?<br>- Wellech Froe&#44; ech spill Basketball.<br>- A wat mëss du gär an denger Fräizäit?<br>- Ech maache gär Yoga an ech bakke gär.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Festa! Eu gosto de jogar futebol&#44; esses são seus hobbies?<br>- Que pergunta&#44; eu jogo basquete.<br>- E o que você gosta de fazer no seu tempo livre?<br>- Eu gosto de fazer yoga e também gosto de cozinhar.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier! Ech spille gär Fussball&#44; dat sinn deng Hobbien?<br>- Wellech Froe&#44; ech spill Basketball.<br>- A wat mëss du gär an denger Fräizäit?<br>- Ech maache gär Yoga an ech bakke gär.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4d66ade62108_A1_KAPITEL_4_Audio_94_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Festa! Eu gosto de jogar futebol&#44; esses são seus hobbies?<br>- Que pergunta&#44; eu jogo basquete.<br>- E o que você gosta de fazer no seu tempo livre?<br>- Eu gosto de fazer yoga e também gosto de cozinhar.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d9e785ab5588_A1_KAPITEL_4_Audio_95_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alefstatten Text.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Leia o texto alefstatten.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alefstatten Text.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d9e785ab5588_A1_KAPITEL_4_Audio_95_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Leia o texto alefstatten.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d8cae0aa912c_A1_KAPITEL_4_Audio_95_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Herr Clemence schafft vu Méindes bis Freides.<br>- Hie geet normalerweis moies um aacht Auer oder aacht Auer fënnef un.<br>- An hie fiert owes um fënnef Auer erëm heem.<br>- Hie mécht net vill Sport&#44; mee hie geet heiansdo do schwammen.<br>- Seng Fra schafft nëmmen hallefdeeg.<br>- Méindes&#44; Mëttwochs a Freides moies&#44; an Dënschdes an Donneschdes no Mëtte.<br>- Si geet oft lafen.<br>- A si spillt all Samschdes mat enger Frëndin Tennis.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Sr. Clemence trabalha de segunda-feira a sexta-feira.<br>- Normalmente ele vai de manhã às oito ou oito e cinco.<br>- E ele volta para casa às cinco.<br>- Ele não pratica muito esporte&#44; mas às vezes ele nada.<br>- Sua irmã trabalha apenas meio-dia.<br>- Segunda&#44; quarta e sexta de manhã&#44; e terça e quinta à tarde.<br>- Ela costuma correr.<br>- E ela joga tênis com uma amiga todo sábado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Herr Clemence schafft vu Méindes bis Freides.<br>- Hie geet normalerweis moies um aacht Auer oder aacht Auer fënnef un.<br>- An hie fiert owes um fënnef Auer erëm heem.<br>- Hie mécht net vill Sport&#44; mee hie geet heiansdo do schwammen.<br>- Seng Fra schafft nëmmen hallefdeeg.<br>- Méindes&#44; Mëttwochs a Freides moies&#44; an Dënschdes an Donneschdes no Mëtte.<br>- Si geet oft lafen.<br>- A si spillt all Samschdes mat enger Frëndin Tennis.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d8cae0aa912c_A1_KAPITEL_4_Audio_95_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Sr. Clemence trabalha de segunda-feira a sexta-feira.<br>- Normalmente ele vai de manhã às oito ou oito e cinco.<br>- E ele volta para casa às cinco.<br>- Ele não pratica muito esporte&#44; mas às vezes ele nada.<br>- Sua irmã trabalha apenas meio-dia.<br>- Segunda&#44; quarta e sexta de manhã&#44; e terça e quinta à tarde.<br>- Ela costuma correr.<br>- E ela joga tênis com uma amiga todo sábado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_116cb88b40f9_A1_KAPITEL_4_Audio_96_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest a lauschtert den Dialog.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Liest a lauschtert den Dialog.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest a lauschtert den Dialog.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_116cb88b40f9_A1_KAPITEL_4_Audio_96_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Liest a lauschtert den Dialog.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a855f2346726_A1_KAPITEL_4_Audio_96_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gehst du de Weekend mat an de Kino?<br>- Jo&#44; wat wëlls du kucke goen?<br>- De neien James Bond.<br>- Flott&#44; wéini wëlls du goen?<br>- E Freideschte Nowend.<br>- E Freidesch?<br>- Et det ma leed&#44; e Freideschte Nowend hun ech leider keng Zäit.<br>- Ech geh mat Kollegen iessen.<br>- Wëlls du dann e Samstëschte Nowend Zäit?<br>- Jo&#44; dat geet.<br>- Tiptop&#44; wou leeft de Film?<br>- Am Utopolis.<br>- Um wéiviel Auer?<br>- Um halwer aacht.<br>- Fuere mir zesummen?<br>- Ech kommen dës um siwen Auer sichen.<br>- An da rees&#44; bis Samschdeg.<br>- Jo&#44; bis dann.<br>- Salut.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá de fim de semana com ao cinema?<br>- Sim&#44; o que você quer assistir?<br>- O novo James Bond.<br>- Bom&#44; quando você quer ir?<br>- Uma sexta-feira à noite.<br>- Uma sexta-feira?<br>- Isso é triste&#44; numa sexta-feira à noite eu infelizmente não tenho tempo.<br>- Eu vou comer com colegas.<br>- Você quer então uma noite de sábado?<br>- Sim&#44; isso funciona.<br>- Ótimo&#44; onde o filme passa?<br>- No Utopolis.<br>- A que horas?<br>- Às oito e meia.<br>- Vamos juntos?<br>- Eu chego lá às sete da noite.<br>- E então&#44; até sábado.<br>- Sim&#44; até lá.<br>- Tchau.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gehst du de Weekend mat an de Kino?<br>- Jo&#44; wat wëlls du kucke goen?<br>- De neien James Bond.<br>- Flott&#44; wéini wëlls du goen?<br>- E Freideschte Nowend.<br>- E Freidesch?<br>- Et det ma leed&#44; e Freideschte Nowend hun ech leider keng Zäit.<br>- Ech geh mat Kollegen iessen.<br>- Wëlls du dann e Samstëschte Nowend Zäit?<br>- Jo&#44; dat geet.<br>- Tiptop&#44; wou leeft de Film?<br>- Am Utopolis.<br>- Um wéiviel Auer?<br>- Um halwer aacht.<br>- Fuere mir zesummen?<br>- Ech kommen dës um siwen Auer sichen.<br>- An da rees&#44; bis Samschdeg.<br>- Jo&#44; bis dann.<br>- Salut.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a855f2346726_A1_KAPITEL_4_Audio_96_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá de fim de semana com ao cinema?<br>- Sim&#44; o que você quer assistir?<br>- O novo James Bond.<br>- Bom&#44; quando você quer ir?<br>- Uma sexta-feira à noite.<br>- Uma sexta-feira?<br>- Isso é triste&#44; numa sexta-feira à noite eu infelizmente não tenho tempo.<br>- Eu vou comer com colegas.<br>- Você quer então uma noite de sábado?<br>- Sim&#44; isso funciona.<br>- Ótimo&#44; onde o filme passa?<br>- No Utopolis.<br>- A que horas?<br>- Às oito e meia.<br>- Vamos juntos?<br>- Eu chego lá às sete da noite.<br>- E então&#44; até sábado.<br>- Sim&#44; até lá.<br>- Tchau.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5299b9833be8_A1_KAPITEL_4_Audio_97_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alläischt dat en Text op der Postkaart.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Leia tudo que está em um texto no cartão-postal.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alläischt dat en Text op der Postkaart.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5299b9833be8_A1_KAPITEL_4_Audio_97_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Leia tudo que está em um texto no cartão-postal.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7822152cdfa0_A1_KAPITEL_4_Audio_97_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschter de mol.<br>- Julie huet eng Kard aus der Vakanz geschéckt.<br>- Léifend Tom&#44; Barcelona ass super.<br>- Wieder ass schön.<br>- Sonn schéngt an et sinn 22 Grad.<br>- Haut mache mir en Tour durchs Staat.<br>- Mir gi shoppen a mir gin an e Musée.<br>- Den Ovend gi mir an e gute Restaurant iessen.<br>- Muer mache mir en Ausfluch a mir fuere nop Taragona.<br>- Do gitt et eng ganz schéi Plasch.<br>- E schéine Bonjour vu Barcelona.<br>- Julie.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça de novo.<br>- Julie enviou uma carta/vou um cartão da férias.<br>- Amando Tom&#44; Barcelona é ótima.<br>- A noite é bonita.<br>- O sol brilha e está 22 graus.<br>- Hoje vamos fazer um passeio pelo estado.<br>- Vamos às compras e vamos a um museu.<br>- À noite vamos a um bom restaurante comer.<br>- Amanhã vamos fazer uma excursão e vamos até Taragona.<br>- Lá há um lugar muito bonito.<br>- Uma bela saudação de Barcelona.<br>- Julie.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschter de mol.<br>- Julie huet eng Kard aus der Vakanz geschéckt.<br>- Léifend Tom&#44; Barcelona ass super.<br>- Wieder ass schön.<br>- Sonn schéngt an et sinn 22 Grad.<br>- Haut mache mir en Tour durchs Staat.<br>- Mir gi shoppen a mir gin an e Musée.<br>- Den Ovend gi mir an e gute Restaurant iessen.<br>- Muer mache mir en Ausfluch a mir fuere nop Taragona.<br>- Do gitt et eng ganz schéi Plasch.<br>- E schéine Bonjour vu Barcelona.<br>- Julie.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7822152cdfa0_A1_KAPITEL_4_Audio_97_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça de novo.<br>- Julie enviou uma carta/vou um cartão da férias.<br>- Amando Tom&#44; Barcelona é ótima.<br>- A noite é bonita.<br>- O sol brilha e está 22 graus.<br>- Hoje vamos fazer um passeio pelo estado.<br>- Vamos às compras e vamos a um museu.<br>- À noite vamos a um bom restaurante comer.<br>- Amanhã vamos fazer uma excursão e vamos até Taragona.<br>- Lá há um lugar muito bonito.<br>- Uma bela saudação de Barcelona.<br>- Julie.</div></div>
