#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b5d41a225f4f_A1_KAPITEL_4_Audio_100_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wat héiert Dir?<br>- Wou héiert Dir dat?<br>- Mächt proposen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What do you hear?<br>- Where do you hear that?<br>- May I propose.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_ba0b1749acdb_A1_KAPITEL_4_Audio_94_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech liese gär a menger Fräizäit.<br>- An Dir&#44; wat maacht Dir gär an Ärer Fräizäit?<br>- Ech lauschtere gär Musek.<br>- An Dir?<br>- Ech lauschteren och gär Musek&#44; mee ech liese net gär.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I like reading in my free time.<br>- And you&#44; what do you like to do in your free time?<br>- I like listening to music.<br>- And you?<br>- I also like listening to music&#44; but I don&#x27;t like reading.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech liese gär a menger Fräizäit.<br>- An Dir&#44; wat maacht Dir gär an Ärer Fräizäit?<br>- Ech lauschtere gär Musek.<br>- An Dir?<br>- Ech lauschteren och gär Musek&#44; mee ech liese net gär.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_ba0b1749acdb_A1_KAPITEL_4_Audio_94_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I like reading in my free time.<br>- And you&#44; what do you like to do in your free time?<br>- I like listening to music.<br>- And you?<br>- I also like listening to music&#44; but I don&#x27;t like reading.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6b7944609e03_A1_KAPITEL_4_Audio_94_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech gi gär an de Kino.<br>- An Dir?<br>- Jo&#44; ech ginn och gär an de Kino.<br>- An Dir&#44; gitt Dir och gär an de Kino?<br>- Nee&#44; ech ginn net gär an de Kino.<br>- Ech kucke gär Tële.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I like going to the cinema.<br>- And you?<br>- Yes&#44; I also like going to the cinema.<br>- And you&#44; do you also like going to the cinema?<br>- No&#44; I don’t like going to the cinema.<br>- I like watching television.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech gi gär an de Kino.<br>- An Dir?<br>- Jo&#44; ech ginn och gär an de Kino.<br>- An Dir&#44; gitt Dir och gär an de Kino?<br>- Nee&#44; ech ginn net gär an de Kino.<br>- Ech kucke gär Tële.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6b7944609e03_A1_KAPITEL_4_Audio_94_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I like going to the cinema.<br>- And you?<br>- Yes&#44; I also like going to the cinema.<br>- And you&#44; do you also like going to the cinema?<br>- No&#44; I don’t like going to the cinema.<br>- I like watching television.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8f7cb98c5277_A1_KAPITEL_4_Audio_94_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Ech maache gär Sport.<br>- Meescht du och gär Sport?<br>- Nee&#44; ech maache net gär Sport.<br>- An du?<br>- Jo&#44; ech maache ganz gär Sport.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- I like to play sports.<br>- Do you also like sports?<br>- No&#44; I do not like sports.<br>- And you?<br>- Yes&#44; I like sports very much.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Ech maache gär Sport.<br>- Meescht du och gär Sport?<br>- Nee&#44; ech maache net gär Sport.<br>- An du?<br>- Jo&#44; ech maache ganz gär Sport.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8f7cb98c5277_A1_KAPITEL_4_Audio_94_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- I like to play sports.<br>- Do you also like sports?<br>- No&#44; I do not like sports.<br>- And you?<br>- Yes&#44; I like sports very much.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4d66ade62108_A1_KAPITEL_4_Audio_94_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier! Ech spille gär Fussball&#44; dat sinn deng Hobbien?<br>- Wellech Froe&#44; ech spill Basketball.<br>- A wat mëss du gär an denger Fräizäit?<br>- Ech maache gär Yoga an ech bakke gär.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello! I like to play soccer&#44; are those your hobbies?<br>- What question&#44; I play basketball.<br>- And what do you like to do in your free time?<br>- I like doing yoga and I like to bake.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier! Ech spille gär Fussball&#44; dat sinn deng Hobbien?<br>- Wellech Froe&#44; ech spill Basketball.<br>- A wat mëss du gär an denger Fräizäit?<br>- Ech maache gär Yoga an ech bakke gär.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4d66ade62108_A1_KAPITEL_4_Audio_94_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello! I like to play soccer&#44; are those your hobbies?<br>- What question&#44; I play basketball.<br>- And what do you like to do in your free time?<br>- I like doing yoga and I like to bake.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d9e785ab5588_A1_KAPITEL_4_Audio_95_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alefstatten Text.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read all the text.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alefstatten Text.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d9e785ab5588_A1_KAPITEL_4_Audio_95_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read all the text.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d8cae0aa912c_A1_KAPITEL_4_Audio_95_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Herr Clemence schafft vu Méindes bis Freides.<br>- Hie geet normalerweis moies um aacht Auer oder aacht Auer fënnef un.<br>- An hie fiert owes um fënnef Auer erëm heem.<br>- Hie mécht net vill Sport&#44; mee hie geet heiansdo do schwammen.<br>- Seng Fra schafft nëmmen hallefdeeg.<br>- Méindes&#44; Mëttwochs a Freides moies&#44; an Dënschdes an Donneschdes no Mëtte.<br>- Si geet oft lafen.<br>- A si spillt all Samschdes mat enger Frëndin Tennis.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Mr. Clemence works from Monday to Friday.<br>- He normally goes in the morning at eight o&#x27;clock or eight o&#x27;clock five.<br>- And he celebrates at five o&#x27;clock again home.<br>- He doesn&#x27;t do much sport&#44; but he goes swimming now and then.<br>- His wife works only half a day.<br>- Monday&#44; Wednesday and Friday mornings&#44; and Tuesday and Thursday after noon.<br>- She goes running often.<br>- And she plays tennis with a friend every Saturday.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Herr Clemence schafft vu Méindes bis Freides.<br>- Hie geet normalerweis moies um aacht Auer oder aacht Auer fënnef un.<br>- An hie fiert owes um fënnef Auer erëm heem.<br>- Hie mécht net vill Sport&#44; mee hie geet heiansdo do schwammen.<br>- Seng Fra schafft nëmmen hallefdeeg.<br>- Méindes&#44; Mëttwochs a Freides moies&#44; an Dënschdes an Donneschdes no Mëtte.<br>- Si geet oft lafen.<br>- A si spillt all Samschdes mat enger Frëndin Tennis.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d8cae0aa912c_A1_KAPITEL_4_Audio_95_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Mr. Clemence works from Monday to Friday.<br>- He normally goes in the morning at eight o&#x27;clock or eight o&#x27;clock five.<br>- And he celebrates at five o&#x27;clock again home.<br>- He doesn&#x27;t do much sport&#44; but he goes swimming now and then.<br>- His wife works only half a day.<br>- Monday&#44; Wednesday and Friday mornings&#44; and Tuesday and Thursday after noon.<br>- She goes running often.<br>- And she plays tennis with a friend every Saturday.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_116cb88b40f9_A1_KAPITEL_4_Audio_96_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest a lauschtert den Dialog.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read and listen to the dialogue.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest a lauschtert den Dialog.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_116cb88b40f9_A1_KAPITEL_4_Audio_96_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read and listen to the dialogue.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a855f2346726_A1_KAPITEL_4_Audio_96_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gehst du de Weekend mat an de Kino?<br>- Jo&#44; wat wëlls du kucke goen?<br>- De neien James Bond.<br>- Flott&#44; wéini wëlls du goen?<br>- E Freideschte Nowend.<br>- E Freidesch?<br>- Et det ma leed&#44; e Freideschte Nowend hun ech leider keng Zäit.<br>- Ech geh mat Kollegen iessen.<br>- Wëlls du dann e Samstëschte Nowend Zäit?<br>- Jo&#44; dat geet.<br>- Tiptop&#44; wou leeft de Film?<br>- Am Utopolis.<br>- Um wéiviel Auer?<br>- Um halwer aacht.<br>- Fuere mir zesummen?<br>- Ech kommen dës um siwen Auer sichen.<br>- An da rees&#44; bis Samschdeg.<br>- Jo&#44; bis dann.<br>- Salut.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Do you go to the cinema this weekend?<br>- Yes&#44; what would you like to watch?<br>- The new James Bond.<br>- Great&#44; when would you like to go?<br>- A Friday night.<br>- A Friday?<br>- That’s a pity&#44; on a Friday night I don’t have any time.<br>- I’m going with colleagues to eat.<br>- Do you want then a Saturday night time?<br>- Yes&#44; that works.<br>- Great&#44; where is the movie playing?<br>- At Utopolis.<br>- At what time?<br>- At half past seven.<br>- Shall we go together?<br>- I’m coming at seven o’clock to look for it.<br>- Then off we go&#44; until Saturday.<br>- Yes&#44; see you then.<br>- Bye.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gehst du de Weekend mat an de Kino?<br>- Jo&#44; wat wëlls du kucke goen?<br>- De neien James Bond.<br>- Flott&#44; wéini wëlls du goen?<br>- E Freideschte Nowend.<br>- E Freidesch?<br>- Et det ma leed&#44; e Freideschte Nowend hun ech leider keng Zäit.<br>- Ech geh mat Kollegen iessen.<br>- Wëlls du dann e Samstëschte Nowend Zäit?<br>- Jo&#44; dat geet.<br>- Tiptop&#44; wou leeft de Film?<br>- Am Utopolis.<br>- Um wéiviel Auer?<br>- Um halwer aacht.<br>- Fuere mir zesummen?<br>- Ech kommen dës um siwen Auer sichen.<br>- An da rees&#44; bis Samschdeg.<br>- Jo&#44; bis dann.<br>- Salut.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a855f2346726_A1_KAPITEL_4_Audio_96_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Do you go to the cinema this weekend?<br>- Yes&#44; what would you like to watch?<br>- The new James Bond.<br>- Great&#44; when would you like to go?<br>- A Friday night.<br>- A Friday?<br>- That’s a pity&#44; on a Friday night I don’t have any time.<br>- I’m going with colleagues to eat.<br>- Do you want then a Saturday night time?<br>- Yes&#44; that works.<br>- Great&#44; where is the movie playing?<br>- At Utopolis.<br>- At what time?<br>- At half past seven.<br>- Shall we go together?<br>- I’m coming at seven o’clock to look for it.<br>- Then off we go&#44; until Saturday.<br>- Yes&#44; see you then.<br>- Bye.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5299b9833be8_A1_KAPITEL_4_Audio_97_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alläischt dat en Text op der Postkaart.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read everything that is on the postcard.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alläischt dat en Text op der Postkaart.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5299b9833be8_A1_KAPITEL_4_Audio_97_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read everything that is on the postcard.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7822152cdfa0_A1_KAPITEL_4_Audio_97_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschter de mol.<br>- Julie huet eng Kard aus der Vakanz geschéckt.<br>- Léifend Tom&#44; Barcelona ass super.<br>- Wieder ass schön.<br>- Sonn schéngt an et sinn 22 Grad.<br>- Haut mache mir en Tour durchs Staat.<br>- Mir gi shoppen a mir gin an e Musée.<br>- Den Ovend gi mir an e gute Restaurant iessen.<br>- Muer mache mir en Ausfluch a mir fuere nop Taragona.<br>- Do gitt et eng ganz schéi Plasch.<br>- E schéine Bonjour vu Barcelona.<br>- Julie.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to me.<br>- Julie sent a card from vacation.<br>- Dear Tom&#44; Barcelona is great.<br>- The weather is nice.<br>- The sun is shining and it is 22 degrees.<br>- Today we take a tour through the state.<br>- We go shopping and we go to a museum.<br>- In the evening we go to a good restaurant to eat.<br>- Tomorrow we take a trip and we drive to Taragona.<br>- There is a really nice place.<br>- A nice hello from Barcelona.<br>- Julie.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschter de mol.<br>- Julie huet eng Kard aus der Vakanz geschéckt.<br>- Léifend Tom&#44; Barcelona ass super.<br>- Wieder ass schön.<br>- Sonn schéngt an et sinn 22 Grad.<br>- Haut mache mir en Tour durchs Staat.<br>- Mir gi shoppen a mir gin an e Musée.<br>- Den Ovend gi mir an e gute Restaurant iessen.<br>- Muer mache mir en Ausfluch a mir fuere nop Taragona.<br>- Do gitt et eng ganz schéi Plasch.<br>- E schéine Bonjour vu Barcelona.<br>- Julie.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7822152cdfa0_A1_KAPITEL_4_Audio_97_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to me.<br>- Julie sent a card from vacation.<br>- Dear Tom&#44; Barcelona is great.<br>- The weather is nice.<br>- The sun is shining and it is 22 degrees.<br>- Today we take a tour through the state.<br>- We go shopping and we go to a museum.<br>- In the evening we go to a good restaurant to eat.<br>- Tomorrow we take a trip and we drive to Taragona.<br>- There is a really nice place.<br>- A nice hello from Barcelona.<br>- Julie.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_69ec591f9a59_A1_KAPITEL_4_Audio_98_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alläischt den Text.<br>- Fëllt Poskafffäerdeg aus.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read all of the text.<br>- Fill in the packing list.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alläischt den Text.<br>- Fëllt Poskafffäerdeg aus.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_69ec591f9a59_A1_KAPITEL_4_Audio_98_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read all of the text.<br>- Fill in the packing list.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_758606b3393f_A1_KAPITEL_4_Audio_98_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Léif Marie&#44;<br>- Hei an der Schwäiz ass et genial&#44; mat véierdaags neideemanz.<br>- Et sinn zwee Grad&#44; et ass bedeckt an et schneit vill.<br>- Den Olivier an ech fueren de ganzen Dag Schi an den André fiert Snowboard.<br>- Owes gi mir op den Apres-Ski&#44; dat ass och ganz flott.<br>- En dicken Kuss aus dem Wandersport.<br>- Léifens&#44; Olivier an André.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Dear Marie&#44;<br>- Hello in Switzerland it is great&#44; with four days of attempted admiration.<br>- It is two degrees&#44; it is cloudy and it snows a lot.<br>- Olivier and I ski all day and André drives snowboard.<br>- In the evening give me the Apres-Ski&#44; that is also very cool.<br>- A big kiss from the hiking sport.<br>- Dear&#44; Olivier and André.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Léif Marie&#44;<br>- Hei an der Schwäiz ass et genial&#44; mat véierdaags neideemanz.<br>- Et sinn zwee Grad&#44; et ass bedeckt an et schneit vill.<br>- Den Olivier an ech fueren de ganzen Dag Schi an den André fiert Snowboard.<br>- Owes gi mir op den Apres-Ski&#44; dat ass och ganz flott.<br>- En dicken Kuss aus dem Wandersport.<br>- Léifens&#44; Olivier an André.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_758606b3393f_A1_KAPITEL_4_Audio_98_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Dear Marie&#44;<br>- Hello in Switzerland it is great&#44; with four days of attempted admiration.<br>- It is two degrees&#44; it is cloudy and it snows a lot.<br>- Olivier and I ski all day and André drives snowboard.<br>- In the evening give me the Apres-Ski&#44; that is also very cool.<br>- A big kiss from the hiking sport.<br>- Dear&#44; Olivier and André.</div></div>
